X,date,unemployment,temperature,facebook_newsfeed_spend,facebook_newsfeed_impressions,youtube_brand_spend,youtube_brand_impressions,search_spend,search_clicks,youtube_performance_spend,youtube_performance_impressions,newspaper_spend,newspaper_readership,tv_spend,tv_gross_rating_points,data_week,inflation_rate,retail_trade,gdp,income,month,quarter,week,sales
527,12/8/20,6.7,47.44493978,11013.84613,11577494,28330.93213,13588047,21080.90236,9155,0,0,12020.05899,1336810,20648.74145,1186674,2020_50,1.89,488876,21704.706,15536.5,2020.916667,2020.75,50,1096697.355
528,12/9/20,6.7,64.90262497,10850.40302,10408576,27584.98314,11305489,23719.34181,10720,0,0,12109.71587,775777,19454.32539,1299464,2020_50,1.91,488876,21704.706,15536.5,2020.916667,2020.75,50,1106659.807
529,12/10/20,6.7,67.80675611,11163.26634,9863831,24191.5189,11787202,23908.83827,10597,0,0,11753.23546,1113248,19976.98676,1207628,2020_50,1.88,488876,21704.706,15536.5,2020.916667,2020.75,50,1079505.525
530,12/11/20,6.7,42.98458992,10814.54377,9498813,27173.95246,11722692,21627.31686,9695,0,0,11961.83287,1220316,22318.1656,1433390,2020_50,1.87,488876,21704.706,15536.5,2020.916667,2020.75,50,1080505.119
531,12/12/20,6.7,68.55122145,11097.55282,10775559,23958.43431,11460075,22376.23367,10079,0,0,12200.8399,1158691,18923.97433,1310941,2020_50,1.87,488876,21704.706,15536.5,2020.916667,2020.75,50,1110062.15
532,12/13/20,6.7,53.51249415,10368.95554,9700078,23669.04032,10993533,22373.93112,9572,0,0,11639.62866,972398,18307.21561,1159102,2020_50,1.87,488876,21704.706,15536.5,2020.916667,2020.75,50,1102942.917
533,12/14/20,6.7,64.09070435,11307.09516,8985167,23315.44439,11542332,23167.33688,10203,32381.97836,7735196,0,0,19842.63439,1308469,2020_50,1.88,488876,21704.706,15536.5,2020.916667,2020.75,50,1096978.524
534,12/15/20,6.7,69.37037389,11122.5,9956579,24733.39251,11845959,24422.05845,11308,26562.16671,6381615,0,0,20199.08488,1201026,2020_51,1.91,488876,21704.706,15536.5,2020.916667,2020.75,51,1111826.929
535,12/16/20,6.7,51.55265232,11049.31663,9998214,23789.70537,10921055,20764.18494,9396,28379.19423,6760465,0,0,22518.38574,1573128,2020_51,1.92,488876,21704.706,15536.5,2020.916667,2020.75,51,1084745.243
536,12/17/20,6.7,64.58048483,11756.52584,12414326,29164.68617,14236163,21360.33856,10246,24965.05949,6132552,0,0,19605.85776,1088328,2020_51,1.94,488876,21704.706,15536.5,2020.916667,2020.75,51,1109443.169
537,12/18/20,6.7,45.49949503,10507.17831,9730205,20815.10979,10526072,23408.23509,10929,35757.07799,8755152,0,0,21299.92795,1232085,2020_51,1.95,488876,21704.706,15536.5,2020.916667,2020.75,51,1103919.207
538,12/19/20,6.7,44.81105161,11473.4495,12700376,24009.84478,11782849,23893.77932,10049,31297.62344,7752252,0,0,22144.388,1464694,2020_51,1.95,488876,21704.706,15536.5,2020.916667,2020.75,51,1085182.238
539,12/20/20,6.7,58.71821365,11097.04043,10454851,22845.1656,9507640,22819.49692,10686,23699.31766,5733096,0,0,24462.0024,1270636,2020_51,1.95,488876,21704.706,15536.5,2020.916667,2020.75,51,1095101.394
540,12/21/20,6.7,46.47135343,10878.73123,9937963,25141.8842,11795354,19221.68899,8335,29858.90371,7423910,0,0,18426.14851,992020,2020_51,1.95,488876,21704.706,15536.5,2020.916667,2020.75,51,1073648.671
541,12/22/20,6.7,48.54728075,10375.88996,8997567,22651.00879,11741277,22109.48098,9238,30251.33604,7425382,0,0,20628.32004,1755351,2020_52,1.94,488876,21704.706,15536.5,2020.916667,2020.75,52,1078829.783
542,12/23/20,6.7,66.33452033,10607.60725,8701812,23775.04888,11630781,23840.19537,10477,28090.31285,6851291,0,0,18965.4955,971417,2020_52,1.97,488876,21704.706,15536.5,2020.916667,2020.75,52,1105384.791
543,12/24/20,6.7,49.12044413,11233.493,10423093,24449.02508,10920967,22954.14585,10567,24407.5197,6016325,0,0,18151.27229,1249057,2020_52,1.97,488876,21704.706,15536.5,2020.916667,2020.75,52,1114114.186
544,12/25/20,6.7,61.3501887,10945.7849,11817598,24541.62931,11208798,22893.96773,10609,35906.0908,8722707,0,0,24428.59723,1708204,2020_52,1.97,488876,21704.706,15536.5,2020.916667,2020.75,52,1111206.754
545,12/26/20,6.7,71.72418924,10804.02262,8929574,26315.78673,13315967,22404.41332,9690,20041.86247,4838017,0,0,19964.04206,1156779,2020_52,1.97,488876,21704.706,15536.5,2020.916667,2020.75,52,1100973.182
546,12/27/20,6.7,74.95591983,11118.50079,9820811,26302.847,11777132,19344.46391,9074,32881.27211,7831931,0,0,19261.12619,1797261,2020_52,1.97,488876,21704.706,15536.5,2020.916667,2020.75,52,1092285.601
547,12/28/20,6.7,63.58107616,10754.45553,7896819,22205.49068,9342827,22744.64272,11003,0,0,12387.77698,1072081,20017.99051,1150843,2020_52,1.97,488876,21704.706,15536.5,2020.916667,2020.75,52,1065783.438
548,12/29/20,6.7,71.30147652,11003.76683,10418862,26433.61357,12331226,26885.94243,12056,0,0,11903.35608,814942,20022.19244,1321873,2020_53,1.96,488876,21704.706,15536.5,2020.916667,2020.75,53,1073168.132
549,12/30/20,6.7,64.88928812,10654.27283,8867507,24589.38985,10603359,21709.03866,10984,0,0,12174.16288,1114458,20451.15338,1282978,2020_53,1.96,488876,21704.706,15536.5,2020.916667,2020.75,53,1084223.084
550,12/31/20,6.7,71.25013985,10719.27099,9285807,21719.90564,10358171,24251.43564,11815,0,0,11644.59193,958190,19736.02493,1061416,2020_53,1.99,488876,21704.706,15536.5,2020.916667,2020.75,53,1094465.129
551,1/1/21,6.4,64.67994626,10968.24625,11231085,25834.59426,11646759,23264.22646,10492,0,0,11945.82444,1033969,20747.26624,1832755,2021_1,1.99,513269,22313.85,17099.2,2021,2021,1,1111025.437
552,1/2/21,6.4,74.41448584,11046.65981,9748968,22983.91461,11207434,25512.02396,11537,0,0,11737.57208,990734,16877.05296,1045117,2021_1,1.99,513269,22313.85,17099.2,2021,2021,1,1102606.471
553,1/3/21,6.4,84.61993373,10719.20818,10524863,23020.74609,9221007,25646.28671,12174,0,0,12272.05425,1009950,21991.74213,1165715,2021_1,1.99,513269,22313.85,17099.2,2021,2021,1,1092974.477
554,1/4/21,6.4,75.88097266,11043.96342,9449419,26731.82814,12677601,24304.67261,11508,0,0,11753.64442,986674,20105.88624,1037617,2021_1,2.01,513269,22313.85,17099.2,2021,2021,1,1088424.474
555,1/5/21,6.4,62.27311297,11077.2331,9434416,24875.70183,10965947,19329.12433,9041,0,0,12127.91191,950690,21726.34313,1593319,2021_1,2.03,513269,22313.85,17099.2,2021,2021,1,1105659.674
556,1/6/21,6.4,64.08317589,10974.90221,10659263,23258.19989,10818647,26446.67089,11410,0,0,12023.95122,1272701,20599.45601,1109200,2021_1,2.06,513269,22313.85,17099.2,2021,2021,1,1085845.389
557,1/7/21,6.4,70.81570155,11470.21792,10620514,21160.63528,9439521,23309.82853,10363,0,0,11784.74619,1055864,19690.89753,1023279,2021_2,2.09,513269,22313.85,17099.2,2021,2021,2,1107534.016
558,1/8/21,6.4,89.61691209,11656.27181,12304665,24922.57639,10503233,23140.81007,10724,0,0,11833.11673,890417,23450.41009,1395285,2021_2,2.06,513269,22313.85,17099.2,2021,2021,2,1155884.376
559,1/9/21,6.4,81.99636748,10698.84683,8727360,23783.89302,11999427,26732.13951,11115,0,0,12229.99195,940924,18180.17826,1187751,2021_2,2.06,513269,22313.85,17099.2,2021,2021,2,1111867.496
560,1/10/21,6.4,64.17386574,11143.90539,10327883,24468.14856,12881907,24472.58437,12006,0,0,11984.13594,780200,16817.35894,1138348,2021_2,2.06,513269,22313.85,17099.2,2021,2021,2,1102496.092
561,1/11/21,6.4,78.98396988,10863.87447,9705222,26167.55255,11861479,26936.00056,12527,28072.33746,6649348,11693.3711,817504,20339.94983,1629392,2021_2,2.06,513269,22313.85,17099.2,2021,2021,2,1125514.451
562,1/12/21,6.4,75.27721673,11254.60609,9682096,25727.08332,12530471,19194.3875,8297,29367.47973,7390764,12435.73675,1212319,20411.6787,1367942,2021_2,2.08,513269,22313.85,17099.2,2021,2021,2,1110572.849
563,1/13/21,6.4,68.54426716,11108.32199,10952704,26682.53861,11892783,24635.2483,10866,21962.04306,5281491,11818.66905,948741,21282.7143,1608871,2021_2,2.06,513269,22313.85,17099.2,2021,2021,2,1122257.777
564,1/14/21,6.4,68.62824965,10321.35118,9635778,23614.93028,11017509,22671.02396,10947,23782.55762,5846791,12379.61871,991452,24523.80917,1448731,2021_3,2.09,513269,22313.85,17099.2,2021,2021,3,1110064.438
565,1/15/21,6.4,73.01787562,11137.83659,9692095,19932.4898,8636876,21366.13442,10489,29151.88195,7017429,12290.67033,693374,22403.5517,1387942,2021_3,2.1,513269,22313.85,17099.2,2021,2021,3,1099971.413
566,1/16/21,6.4,85.88090369,11212.21478,10378467,22960.0267,11667967,23637.84447,11646,26323.70487,6197439,11792.2615,1260568,18717.09869,1298041,2021_3,2.1,513269,22313.85,17099.2,2021,2021,3,1118140.691
567,1/17/21,6.4,69.82470244,11440.54531,10225740,21748.90676,9173882,25989.4783,11195,25486.27705,6094869,12132.30139,1089442,21220.74136,1472721,2021_3,2.1,513269,22313.85,17099.2,2021,2021,3,1082158.177
568,1/18/21,6.4,80.58715547,10488.81518,10119442,26713.61587,13174729,24233.1613,11470,28126.93356,6785934,12159.17634,1183197,19626.16017,1507860,2021_3,2.1,513269,22313.85,17099.2,2021,2021,3,1104383.118
569,1/19/21,6.4,82.57689127,11712.62368,10414662,27471.84674,14101008,22715.72477,9692,34594.91268,8276703,12006.47128,1002789,21860.25487,1477797,2021_3,2.1,513269,22313.85,17099.2,2021,2021,3,1106461.044
570,1/20/21,6.4,62.75190059,10625.76064,7868738,28275.41528,13236797,23313.16988,10793,23137.73747,5680332,11863.89165,1089272,20862.8063,1478682,2021_3,2.12,513269,22313.85,17099.2,2021,2021,3,1108766.312
571,1/21/21,6.4,68.69556291,11475.07846,10554116,23646.96435,11373616,24115.66635,11128,28266.85672,6861606,11976.02997,1061961,0,0,2021_4,2.1,513269,22313.85,17099.2,2021,2021,4,1104477.076
572,1/22/21,6.4,68.628905,11476.11112,9182841,24761.40592,11622920,17671.89462,7880,23556.95721,5602347,12200.51505,1211352,0,0,2021_4,2.09,513269,22313.85,17099.2,2021,2021,4,1099769.916
573,1/23/21,6.4,58.31977431,10503.97114,9401820,26527.05925,13141355,21327.34162,9674,27770.66672,6663924,12183.27972,981978,0,0,2021_4,2.09,513269,22313.85,17099.2,2021,2021,4,1073759.319
574,1/24/21,6.4,74.53599509,10649.21784,9827811,26757.82276,12030125,23999.72257,11110,24545.41002,6065819,11897.65361,743957,0,0,2021_4,2.09,513269,22313.85,17099.2,2021,2021,4,1084055.87
575,1/25/21,6.4,73.48988207,10586.36636,10807277,26253.62718,12221765,24658.85265,11679,0,0,0,0,0,0,2021_4,2.08,513269,22313.85,17099.2,2021,2021,4,1123108.549
576,1/26/21,6.4,75.31338606,11209.80216,11089206,28246.09404,13927398,22779.04055,10503,0,0,0,0,0,0,2021_4,2.08,513269,22313.85,17099.2,2021,2021,4,1083333.885
577,1/27/21,6.4,49.45910593,10944.68441,9873001,23709.55835,14587874,23534.52523,10228,0,0,0,0,0,0,2021_4,2.08,513269,22313.85,17099.2,2021,2021,4,1092412.692
578,1/28/21,6.4,62.96359114,11266.67028,9825740,22399.05094,10899378,20246.99299,8880,0,0,0,0,0,0,2021_5,2.13,513269,22313.85,17099.2,2021,2021,5,1077832.501
579,1/29/21,6.4,64.48728695,10689.50019,9419256,27078.67408,11585479,24090.69138,11371,0,0,0,0,0,0,2021_5,2.13,513269,22313.85,17099.2,2021,2021,5,1110370.676
580,1/30/21,6.4,48.137613,10943.30539,9592726,25401.93775,11017303,20201.36834,9228,0,0,0,0,0,0,2021_5,2.13,513269,22313.85,17099.2,2021,2021,5,1070540.016
581,1/31/21,6.4,68.25910201,10584.57147,8829372,24961.51799,11651704,21151.65828,9524,0,0,0,0,0,0,2021_5,2.13,513269,22313.85,17099.2,2021,2021,5,1091278.395
582,2/1/21,6.2,47.33694052,11047.7181,10344930,24117.24571,11004066,20800.93012,8986,0,0,0,0,0,0,2021_5,2.11,503650,22313.85,15662.7,2021.083333,2021,5,1085081.095
583,2/2/21,6.2,45.79448053,10943.32375,10627247,25414.19715,11087391,22627.51929,9702,0,0,0,0,0,0,2021_5,2.15,503650,22313.85,15662.7,2021.083333,2021,5,1081425.756
584,2/3/21,6.2,69.49396556,11231.21496,11304898,24137.03734,11608876,22804.01605,10502,0,0,0,0,0,0,2021_5,2.19,503650,22313.85,15662.7,2021.083333,2021,5,1075134.639
585,2/4/21,6.2,59.56550738,11540.35621,9496265,22925.58059,10695973,24330.67519,10739,0,0,0,0,0,0,2021_6,2.17,503650,22313.85,15662.7,2021.083333,2021,6,1088748.676
586,2/5/21,6.2,42.57363173,10889.83409,9459256,24818.93302,11359506,22409.53526,9964,0,0,0,0,0,0,2021_6,2.21,503650,22313.85,15662.7,2021.083333,2021,6,1100542.523
587,2/6/21,6.2,65.42742124,11035.31721,9386995,24402.02952,10212014,21450.49838,8713,0,0,0,0,0,0,2021_6,2.21,503650,22313.85,15662.7,2021.083333,2021,6,1081479.781
588,2/7/21,6.2,70.4967757,11318.6323,9807836,24829.70505,12097967,23096.61503,10503,0,0,0,0,0,0,2021_6,2.21,503650,22313.85,15662.7,2021.083333,2021,6,1100226.641
589,2/8/21,6.2,67.29024228,10928.91778,10970771,24313.06525,10717146,24157.65358,9974,33868.61638,8482735,12464.67608,1081909,0,0,2021_6,2.22,503650,22313.85,15662.7,2021.083333,2021,6,1072703.173
590,2/9/21,6.2,54.68378613,10167.13616,9116126,23630.29593,9676381,22633.39701,10122,28597.68459,6838481,12126.53365,1103476,0,0,2021_6,2.22,503650,22313.85,15662.7,2021.083333,2021,6,1086372.865
591,2/10/21,6.2,70.49455406,10999.50196,9979928,24757.08956,13888300,22416.48128,8973,26975.98251,6528843,11850.85039,785335,0,0,2021_6,2.21,503650,22313.85,15662.7,2021.083333,2021,6,1123420.59
592,2/11/21,6.2,54.19539751,11444.19436,13158261,24053.53112,10953600,20864.43161,9957,30881.72853,7675650,12476.92371,1182454,0,0,2021_7,2.2,503650,22313.85,15662.7,2021.083333,2021,7,1121505.263
593,2/12/21,6.2,73.2527505,11037.33615,9231011,24595.45011,12381896,23207.12907,10441,27053.68965,6409603,12548.34427,1149464,0,0,2021_7,2.21,503650,22313.85,15662.7,2021.083333,2021,7,1108529.838
594,2/13/21,6.2,62.78648996,11222.15912,10812797,25701.78988,13376858,22787.01111,9688,27613.39279,6704700,11868.85663,927239,0,0,2021_7,2.21,503650,22313.85,15662.7,2021.083333,2021,7,1109103.108
595,2/14/21,6.2,64.33680682,11253.6684,9091881,25563.26373,12275133,23095.67888,10568,28480.80104,6830724,11993.29601,1066224,0,0,2021_7,2.21,503650,22313.85,15662.7,2021.083333,2021,7,1094464.078
596,2/15/21,6.2,72.34537021,10586.91792,9118393,26412.8243,13156344,21916.65284,9291,30184.54997,7346774,12364.16177,1334916,0,0,2021_7,2.21,503650,22313.85,15662.7,2021.083333,2021,7,1110589.305
597,2/16/21,6.2,55.98893397,11383.45017,12654788,24224.44501,10323401,18003.27606,8350,25311.62381,6088224,11713.28227,1136021,0,0,2021_7,2.24,503650,22313.85,15662.7,2021.083333,2021,7,1098500.246
598,2/17/21,6.2,68.96548137,10600.37538,9347401,25226.91441,11046346,22874.03623,9414,29426.84021,7059317,12068.57257,1073782,0,0,2021_7,2.21,503650,22313.85,15662.7,2021.083333,2021,7,1086246.716
599,2/18/21,6.2,59.12819883,10498.92089,8219423,23422.18632,11165813,19957.07064,8445,24509.94299,6210536,12143.48266,1424377,0,0,2021_8,2.16,503650,22313.85,15662.7,2021.083333,2021,8,1085168.184
600,2/19/21,6.2,54.74102971,11420.9329,10765674,24712.20282,11121053,20257.25951,9557,25091.68913,6092442,11605.68039,979812,0,0,2021_8,2.14,503650,22313.85,15662.7,2021.083333,2021,8,1102155.205
601,2/20/21,6.2,76.38164299,10844.53679,10748611,23440.66158,10822377,25336.58299,11596,24117.82276,5658058,12218.13571,985046,19210.40508,1330482,2021_8,2.14,503650,22313.85,15662.7,2021.083333,2021,8,1104232.382
602,2/21/21,6.2,74.18601951,11150.07776,10618167,26050.16374,11139605,24501.04946,11388,28261.92754,6712099,12035.04213,1013540,22211.16718,1144707,2021_8,2.14,503650,22313.85,15662.7,2021.083333,2021,8,1148724.545
603,2/22/21,6.2,58.99318324,11392.62339,9637564,23760.94027,11632087,20056.97879,8299,0,0,12148.08331,1204844,17979.90814,1065021,2021_8,2.16,503650,22313.85,15662.7,2021.083333,2021,8,1089387.875
604,2/23/21,6.2,77.21615207,11026.35967,10179149,28572.58935,11628574,20659.33559,9146,0,0,11966.52705,895466,19115.82504,1285970,2021_8,2.16,503650,22313.85,15662.7,2021.083333,2021,8,1117593.255
605,2/24/21,6.2,78.59752567,10349.85036,9574640,23842.44088,11287987,21711.18535,9309,0,0,12221.66959,970118,19564.38894,1006783,2021_8,2.17,503650,22313.85,15662.7,2021.083333,2021,8,1106505.995
606,2/25/21,6.2,80.87975659,10809.31293,10654725,25211.70581,13344047,21606.88014,9309,0,0,11927.51304,1038060,18663.21815,1199374,2021_9,2.14,503650,22313.85,15662.7,2021.083333,2021,9,1129723.144
607,2/26/21,6.2,64.14941739,11329.82861,9251467,23111.95768,10809338,19218.47281,8352,0,0,12141.73579,979142,18696.16195,1421681,2021_9,2.15,503650,22313.85,15662.7,2021.083333,2021,9,1125579.891
608,2/27/21,6.2,65.4444514,11257.90883,10466177,26392.55038,14281843,22114.10589,10156,0,0,11819.04456,999516,22204.44096,1468090,2021_9,2.15,503650,22313.85,15662.7,2021.083333,2021,9,1124059.644
609,2/28/21,6.2,66.58146476,10881.45368,10520952,25991.91954,12954333,24331.60776,10363,0,0,12048.11363,1023035,16725.72854,1041067,2021_9,2.15,503650,22313.85,15662.7,2021.083333,2021,9,1102735.903
610,3/1/21,6,62.12347504,10999.29176,9917784,27820.44071,13361816,23210.97958,9724,0,0,12181.91821,1187179,19216.73929,1476068,2021_9,2.16,558369,22313.85,19213.9,2021.166667,2021,9,1152980.414
611,3/2/21,6,79.73907879,10976.3995,10544579,23273.60858,10667815,22307.05757,11018,0,0,12128.29695,1250687,21613.48524,1577864,2021_9,2.2,558369,22313.85,19213.9,2021.166667,2021,9,1106865.896
612,3/3/21,6,72.40231554,11366.63558,9847881,23707.8053,10591230,22335.62266,9929,0,0,12066.31659,775979,22482.08487,1269744,2021_9,2.21,558369,22313.85,19213.9,2021.166667,2021,9,1120710.989
613,3/4/21,6,69.56857685,10963.83938,9988244,26469.92355,11894922,23820.18007,10247,0,0,11849.76882,922057,18272.48522,1129083,2021_10,2.2,558369,22313.85,19213.9,2021.166667,2021,10,1107502.661
614,3/5/21,6,66.30712732,11046.94808,11927997,23493.87683,10685992,24077.5723,10351,0,0,11892.63818,1312145,17653.05738,1065043,2021_10,2.22,558369,22313.85,19213.9,2021.166667,2021,10,1148194.396
615,3/6/21,6,66.72722061,11223.9788,9737010,24516.78887,11149385,22561.10397,10320,0,0,11981.53613,1157864,18690.06186,1058026,2021_10,2.22,558369,22313.85,19213.9,2021.166667,2021,10,1118902.012
616,3/7/21,6,66.65066574,10637.71542,9914627,22853.05311,11161788,23701.94681,10502,0,0,12090.4046,1124991,22134.2353,1065713,2021_10,2.22,558369,22313.85,19213.9,2021.166667,2021,10,1106564.509
617,3/8/21,6,66.82641103,10848.50664,9348493,25335.80402,12197544,22403.21402,10604,29785.25695,7289121,0,0,21197.39241,1077556,2021_10,2.21,558369,22313.85,19213.9,2021.166667,2021,10,1126710.239
618,3/9/21,6,63.67250057,10563.59115,9166521,23782.45449,12209746,24723.63782,10616,33648.27801,8110679,0,0,18384.36328,1278672,2021_10,2.21,558369,22313.85,19213.9,2021.166667,2021,10,1113835.508
619,3/10/21,6,83.7954931,10899.47961,12015806,24303.14096,12650069,23090.34014,9846,22016.15276,5471841,0,0,19601.02086,1167390,2021_10,2.26,558369,22313.85,19213.9,2021.166667,2021,10,1137684.794
620,3/11/21,6,66.64886095,10609.34981,9712189,24879.53043,11253461,20602.91956,9742,24272.1968,5887429,0,0,22006.84678,1680315,2021_11,2.28,558369,22313.85,19213.9,2021.166667,2021,11,1109672.79
621,3/12/21,6,58.28213505,9863.715305,9342407,24628.85585,10244102,27366.50573,11014,29432.04871,7128129,0,0,21493.84169,1178324,2021_11,2.26,558369,22313.85,19213.9,2021.166667,2021,11,1112103.112
622,3/13/21,6,65.34016906,11450.38473,9837680,24158.95934,12068191,23510.52839,10787,27046.5054,6664008,0,0,20262.16684,1388898,2021_11,2.26,558369,22313.85,19213.9,2021.166667,2021,11,1124894.755
623,3/14/21,6,68.79685761,11482.30429,9661424,26453.61687,13040021,21271.18853,9894,27333.02769,6552207,0,0,21654.21949,1408774,2021_11,2.26,558369,22313.85,19213.9,2021.166667,2021,11,1142565.351
624,3/15/21,6,74.41844972,10845.27853,10414746,26784.84225,12474909,18800.45864,7946,28237.19424,6785415,0,0,21221.62152,1991580,2021_11,2.27,558369,22313.85,19213.9,2021.166667,2021,11,1142708.544
625,3/16/21,6,60.14426042,11524.85204,9266484,25818.25252,13226785,24730.53229,11743,27309.33591,6831506,0,0,22132.11698,1130076,2021_11,2.3,558369,22313.85,19213.9,2021.166667,2021,11,1109635.84
626,3/17/21,6,73.44590917,10829.69013,12106775,26766.1663,14037705,22912.59176,9996,37279.96814,9223512,0,0,18354.17764,1345133,2021_11,2.3,558369,22313.85,19213.9,2021.166667,2021,11,1126298.062
627,3/18/21,6,76.77276749,11702.14957,10270000,26736.12063,14050151,22989.84926,11242,22673.34597,5349149,0,0,20054.09416,1088123,2021_12,2.27,558369,22313.85,19213.9,2021.166667,2021,12,1144737.608
628,3/19/21,6,53.67314973,10779.63225,11629800,21216.95474,9139198,22345.0296,10318,20966.30033,5111702,0,0,21753.47164,1464576,2021_12,2.31,558369,22313.85,19213.9,2021.166667,2021,12,1104132.23
629,3/20/21,6,58.88488734,11394.08842,11754948,27051.83879,12621644,23890.11878,10514,27498.93304,6617530,0,0,20346.28307,1003134,2021_12,2.31,558369,22313.85,19213.9,2021.166667,2021,12,1110425.553
630,3/21/21,6,56.26693833,10955.78071,10210183,24752.51599,12227259,26197.47801,11665,31122.55828,7710540,0,0,17557.9112,964181,2021_12,2.31,558369,22313.85,19213.9,2021.166667,2021,12,1112975.249
631,3/22/21,6,71.81288061,11049.66996,11064356,26012.23833,11902059,22296.68073,9353,0,0,12152.68187,1081508,20842.43887,1304675,2021_12,2.33,558369,22313.85,19213.9,2021.166667,2021,12,1098490.504
632,3/23/21,6,61.94745402,10895.8162,11573027,23679.55218,12456644,23925.1266,10125,0,0,11745.81192,1077172,22052.88435,1230768,2021_12,2.29,558369,22313.85,19213.9,2021.166667,2021,12,1095762.983
633,3/24/21,6,65.90403588,10482.50728,9571139,26978.9442,13254625,22905.23642,10389,0,0,11543.48542,1103144,16178.81787,967610,2021_12,2.31,558369,22313.85,19213.9,2021.166667,2021,12,1107607.578
634,3/25/21,6,68.52830979,10979.16776,9440335,25018.7132,12062557,24507.26789,10621,0,0,12196.21856,821364,20707.90099,1181504,2021_13,2.32,558369,22313.85,19213.9,2021.166667,2021,13,1106505.452
635,3/26/21,6,44.03241904,10248.0525,9320024,24540.40729,11353437,28584.11376,12641,0,0,12402.6377,1640133,21743.73475,1465374,2021_13,2.34,558369,22313.85,19213.9,2021.166667,2021,13,1099884.708
636,3/27/21,6,55.50139157,11021.08722,9503167,21372.27764,9933016,24297.80928,10144,0,0,12360.56639,1026856,22011.50139,1249450,2021_13,2.34,558369,22313.85,19213.9,2021.166667,2021,13,1107283.035
637,3/28/21,6,61.52032991,11163.37654,9408740,25077.2741,10324384,19208.66059,8095,0,0,12285.10569,1007203,20960.29953,1405241,2021_13,2.34,558369,22313.85,19213.9,2021.166667,2021,13,1105344.912
638,3/29/21,6,43.28419833,10385.11995,8599602,26558.22878,12490184,20101.39225,9819,0,0,12314.37761,1077978,21770.04925,1361549,2021_13,2.36,558369,22313.85,19213.9,2021.166667,2021,13,1108515.629
639,3/30/21,6,63.39628956,10772.86152,9148727,29460.43131,15230148,25156.64927,11383,0,0,11945.82337,914199,17515.34877,1008140,2021_13,2.35,558369,22313.85,19213.9,2021.166667,2021,13,1133804.188
640,3/31/21,6,59.08490334,11004.61455,9408796,27906.11844,13913425,20263.78035,9495,0,0,11952.04616,924245,21142.17008,1097268,2021_13,2.37,558369,22313.85,19213.9,2021.166667,2021,13,1122343.653
641,4/1/21,6,57.25377072,11447.37789,10086482,27375.14143,12030244,21310.392,9677,0,0,11555.65336,943795,18781.26365,1166702,2021_14,2.35,555865,23046.934,16264.7,2021.25,2021.25,14,1120050.807
642,4/2/21,6,56.22603271,10936.95239,12157820,25017.43844,11027360,21952.6829,10903,0,0,12355.99287,1040661,20788.50393,1474246,2021_14,2.36,555865,23046.934,16264.7,2021.25,2021.25,14,1122101.393
643,4/3/21,6,44.97307271,10862.10641,9126875,22623.55525,9599705,20261.97895,9368,0,0,11889.72594,1316704,19510.68759,924640,2021_14,2.36,555865,23046.934,16264.7,2021.25,2021.25,14,1106307.889
644,4/4/21,6,72.01035163,10906.71319,9707977,25126.90099,11543165,22399.5022,9789,0,0,11943.40456,947871,20980.16271,1921623,2021_14,2.36,555865,23046.934,16264.7,2021.25,2021.25,14,1113694.619
645,4/5/21,6,73.65227731,10930.395,10043923,22907.78281,10997957,20302.81668,9035,27985.72114,6643596,12044.07176,818345,19820.31879,1156031,2021_14,2.35,555865,23046.934,16264.7,2021.25,2021.25,14,1153291.992
646,4/6/21,6,64.76817879,11267.76439,10591000,24993.67328,12265855,24106.02472,10010,26613.70644,6612805,12377.61318,1160753,19040.93777,1080564,2021_14,2.32,555865,23046.934,16264.7,2021.25,2021.25,14,1131119.922
647,4/7/21,6,60.00141946,11214.33444,8567943,25812.987,11921429,25368.56279,11065,29071.73843,7187640,11648.64947,1102047,16626.75991,1316331,2021_14,2.34,555865,23046.934,16264.7,2021.25,2021.25,14,1133556.656
648,4/8/21,6,56.68895101,10851.23232,9385380,27117.2247,13591050,22962.72337,9906,26867.07501,6490482,12002.25661,836843,19002.82863,1080169,2021_15,2.33,555865,23046.934,16264.7,2021.25,2021.25,15,1134067.092
649,4/9/21,6,52.65698296,10627.17482,10711035,25537.7748,11978048,20008.52827,8847,26365.55417,6515174,11862.5753,820538,21237.09033,1187892,2021_15,2.31,555865,23046.934,16264.7,2021.25,2021.25,15,1107904.923
650,4/10/21,6,60.84590557,10809.59467,10356717,26278.38423,11890866,22568.73742,10688,24955.35569,6212326,11836.71349,994513,21137.04627,1322070,2021_15,2.31,555865,23046.934,16264.7,2021.25,2021.25,15,1120495.449
651,4/11/21,6,77.84204789,10280.7215,8267318,24494.22395,11065521,19986.20685,8880,23039.27632,5559304,11585.78536,908375,18914.99544,1100866,2021_15,2.31,555865,23046.934,16264.7,2021.25,2021.25,15,1136502.885
652,4/12/21,6,62.59047385,10954.49942,9284547,25703.35914,11579164,23419.7118,10661,22683.63006,5548721,12256.21564,1029252,19232.70851,1104117,2021_15,2.33,555865,23046.934,16264.7,2021.25,2021.25,15,1107688.797
653,4/13/21,6,66.43717217,11304.94846,10089188,22406.68295,10712395,22036.45977,9767,24846.54413,6113515,12037.89909,1289893,22386.30157,1161366,2021_15,2.33,555865,23046.934,16264.7,2021.25,2021.25,15,1130840.753
